"id","hisq_ensembles","operator","nbs","fit_n","result","commit_date","commit_user"
1,l1648f211b580m013m065m838,0,1,0.00829410580946,073436.438224+00
2,l1648f211b580m013m065m838,0,2,0.00829410580946,073436.473204+00
3,l1648f211b580m013m065m838,0,3,0.00829410580946,073436.499127+00
4,l1648f211b580m013m065m838,1,1,0.0072787951882,073436.521528+00
5,l1648f211b580m013m065m838,1,2,0.00782120988284,073436.547273+00
6,l1648f211b580m013m065m838,1,3,0.0072541326563,073436.573053+00
7,l1648f211b580m013m065m838,2,1,0.00782291177429,073436.598208+00
8,l1648f211b580m013m065m838,2,2,0.0080734209418,073436.621492+00
9,l1648f211b580m013m065m838,2,3,0.00765754916569,073436.646544+00
10,l1648f211b580m013m065m838,3,1,0.00809233792546,073436.674878+00
11,l1648f211b580m013m065m838,3,2,0.00842047435558,073436.697969+00
12,l1648f211b580m013m065m838,3,3,0.0082221001505,073436.723813+00
13,l1648f211b580m013m065m838,4,1,0.00778791183231,073436.749601+00
14,l1648f211b580m013m065m838,4,2,0.00791864757451,073436.777366+00
15,l1648f211b580m013m065m838,4,3,0.00807035929454,073436.801126+00
16,l1648f211b580m013m065m838,5,1,0.00895536667784,073436.827131+00
17,l1648f211b580m013m065m838,5,2,0.00922323189745,073436.853203+00
18,l1648f211b580m013m065m838,5,3,0.00885144387506,073436.879806+00
19,l1648f211b580m013m065m838,6,1,0.00813366745181,073436.905001+00
20,l1648f211b580m013m065m838,6,2,0.00794102128704,073436.930128+00
21,l1648f211b580m013m065m838,6,3,0.00787081838099,073436.95521+00
22,l1648f211b580m013m065m838,7,1,0.00796381333453,073436.982015+00
23,l1648f211b580m013m065m838,7,2,0.00816044421499,073437.00579+00
24,l1648f211b580m013m065m838,7,3,0.00801722490629,073437.043004+00
25,l1648f211b580m013m065m838,8,1,0.00789356494814,073437.068027+00
26,l1648f211b580m013m065m838,8,2,0.00821821698605,073437.093752+00
27,l1648f211b580m013m065m838,8,3,0.00816363456634,073437.119167+00
28,l1648f211b580m013m065m838,9,1,0.00809506851026,073437.14519+00
29,l1648f211b580m013m065m838,9,2,0.00813159134584,073437.170685+00
30,l1648f211b580m013m065m838,9,3,0.00820616582749,073437.197524+00
31,l1648f211b580m013m065m838,10,1,0.00815101697252,073437.222881+00
32,l1648f211b580m013m065m838,10,2,0.00822215027582,073437.24863+00
33,l1648f211b580m013m065m838,10,3,0.00806021822916,073437.274889+00
34,l1648f211b580m013m065m838,11,1,0.00725650789564,073437.300804+00
35,l1648f211b580m013m065m838,11,2,0.00735761662013,073437.3263+00
36,l1648f211b580m013m065m838,11,3,0.00753461602223,073437.351883+00
37,l1648f211b580m013m065m838,12,1,0.00799343409411,073437.377487+00
38,l1648f211b580m013m065m838,12,2,0.00817780317375,073437.403893+00
39,l1648f211b580m013m065m838,12,3,0.00802673744825,073437.429806+00
40,l1648f211b580m013m065m838,13,1,0.00828018218508,073437.455674+00
41,l1648f211b580m013m065m838,13,2,0.00834979531446,073437.486584+00
42,l1648f211b580m013m065m838,13,3,0.00825687568206,073437.514574+00
43,l1648f211b580m013m065m838,14,1,0.00779354767796,073437.540303+00
44,l1648f211b580m013m065m838,14,2,0.00812422432908,073437.565503+00
45,l1648f211b580m013m065m838,14,3,0.00819198112471,073437.590511+00
46,l1648f211b580m013m065m838,15,1,0.00773655044076,073437.624578+00
47,l1648f211b580m013m065m838,15,2,0.00780909977746,073437.649112+00
48,l1648f211b580m013m065m838,15,3,0.00817381764501,073437.675536+00
49,l1648f211b580m013m065m838,16,1,0.00816092404911,073437.699781+00
50,l1648f211b580m013m065m838,16,2,0.0082594539145,073437.725086+00
51,l1648f211b580m013m065m838,16,3,0.00841637168328,073437.750297+00
52,l1648f211b580m013m065m838,17,1,0.00805274359648,073437.775804+00
53,l1648f211b580m013m065m838,17,2,0.00866672605652,073437.801305+00
54,l1648f211b580m013m065m838,17,3,0.00803953274306,073437.825431+00
55,l1648f211b580m013m065m838,18,1,0.00819849770482,073437.859118+00
56,l1648f211b580m013m065m838,18,2,0.00789585247907,073437.883902+00
57,l1648f211b580m013m065m838,18,3,0.00844137639392,073437.908719+00
58,l1648f211b580m013m065m838,19,1,0.00807269098687,073437.936237+00
59,l1648f211b580m013m065m838,19,2,0.00835233339476,073437.959723+00
60,l1648f211b580m013m065m838,19,3,0.00812913649249,073437.985331+00
61,l1648f211b580m013m065m838,20,1,0.00808635327096,073438.010874+00
62,l1648f211b580m013m065m838,20,2,0.00807323345029,073438.035875+00
63,l1648f211b580m013m065m838,20,3,0.00826753478766,073438.060911+00
64,l1648f211b580m013m065m838,21,1,0.00836868567892,073438.086533+00
65,l1648f211b580m013m065m838,21,2,0.00842274240886,073438.111405+00
66,l1648f211b580m013m065m838,21,3,0.00857367992673,073438.136618+00
67,l1648f211b580m013m065m838,22,1,0.00744203082293,073438.162154+00
68,l1648f211b580m013m065m838,22,2,0.00747750839747,073438.188937+00
69,l1648f211b580m013m065m838,22,3,0.00755988495195,073438.2121+00
70,l1648f211b580m013m065m838,23,1,0.00884360031444,073438.23819+00
71,l1648f211b580m013m065m838,23,2,0.00877057749234,073438.262799+00
72,l1648f211b580m013m065m838,23,3,0.00870983290047,073438.28787+00
73,l1648f211b580m013m065m838,24,1,0.00829865138381,073438.31348+00
74,l1648f211b580m013m065m838,24,2,0.00830098404869,073438.343125+00
75,l1648f211b580m013m065m838,24,3,0.00816288384621,073438.368089+00
76,l1648f211b580m013m065m838,25,1,0.00839052149809,073438.393309+00
