"id","hisq_ensembles","operator","nbs","fit_n","result","commit_date","commit_user"
141,"l1648f211b580m013m065m838","LR",46,3,0.00849656380234,"2017-06-14 00:34:40.121118-07","cchang5"
142,"l1648f211b580m013m065m838","LR",47,1,0.00846944096935,"2017-06-14 00:34:40.146526-07","cchang5"
143,"l1648f211b580m013m065m838","LR",47,2,0.00832801006227,"2017-06-14 00:34:40.171278-07","cchang5"
144,"l1648f211b580m013m065m838","LR",47,3,0.00844550412866,"2017-06-14 00:34:40.196234-07","cchang5"
145,"l1648f211b580m013m065m838","LR",48,1,0.00791337904197,"2017-06-14 00:34:40.221545-07","cchang5"
146,"l1648f211b580m013m065m838","LR",48,2,0.00794069232816,"2017-06-14 00:34:40.24713-07","cchang5"
147,"l1648f211b580m013m065m838","LR",48,3,0.00784569659063,"2017-06-14 00:34:40.272327-07","cchang5"
148,"l1648f211b580m013m065m838","LR",49,1,0.00860663925956,"2017-06-14 00:34:40.297464-07","cchang5"
149,"l1648f211b580m013m065m838","LR",49,2,0.0084650116891,"2017-06-14 00:34:40.32292-07","cchang5"
150,"l1648f211b580m013m065m838","LR",49,3,0.00837096384439,"2017-06-14 00:34:40.347879-07","cchang5"
151,"l1648f211b580m013m065m838","LR",50,1,0.00776275438034,"2017-06-14 00:34:40.373387-07","cchang5"
152,"l1648f211b580m013m065m838","LR",50,2,0.00786374277471,"2017-06-14 00:34:40.398273-07","cchang5"
153,"l1648f211b580m013m065m838","LR",50,3,0.00764156008285,"2017-06-14 00:34:40.424075-07","cchang5"
154,"l1648f211b580m013m065m838","LR",51,1,0.00775104411418,"2017-06-14 00:34:40.449107-07","cchang5"
155,"l1648f211b580m013m065m838","LR",51,2,0.00812471252578,"2017-06-14 00:34:40.479297-07","cchang5"
156,"l1648f211b580m013m065m838","LR",51,3,0.00776843008583,"2017-06-14 00:34:40.504439-07","cchang5"
157,"l1648f211b580m013m065m838","LR",52,1,0.00807154264992,"2017-06-14 00:34:40.529611-07","cchang5"
158,"l1648f211b580m013m065m838","LR",52,2,0.00797364263187,"2017-06-14 00:34:40.554552-07","cchang5"
159,"l1648f211b580m013m065m838","LR",52,3,0.00812630908922,"2017-06-14 00:34:40.579452-07","cchang5"
160,"l1648f211b580m013m065m838","LR",53,1,0.00804851831175,"2017-06-14 00:34:40.605344-07","cchang5"
161,"l1648f211b580m013m065m838","LR",53,2,0.00816165771755,"2017-06-14 00:34:40.629802-07","cchang5"
162,"l1648f211b580m013m065m838","LR",53,3,0.00783253019411,"2017-06-14 00:34:40.708589-07","cchang5"
163,"l1648f211b580m013m065m838","LR",54,1,0.00840354519658,"2017-06-14 00:34:40.733971-07","cchang5"
164,"l1648f211b580m013m065m838","LR",54,2,0.00830692736664,"2017-06-14 00:34:40.759525-07","cchang5"
165,"l1648f211b580m013m065m838","LR",54,3,0.00842301726297,"2017-06-14 00:34:40.78486-07","cchang5"
166,"l1648f211b580m013m065m838","LR",55,1,0.00869421807827,"2017-06-14 00:34:40.810491-07","cchang5"
167,"l1648f211b580m013m065m838","LR",55,2,0.00865955503456,"2017-06-14 00:34:40.834594-07","cchang5"
168,"l1648f211b580m013m065m838","LR",55,3,0.00861386741362,"2017-06-14 00:34:40.860714-07","cchang5"
169,"l1648f211b580m013m065m838","LR",56,1,0.00776473130903,"2017-06-14 00:34:40.88516-07","cchang5"
170,"l1648f211b580m013m065m838","LR",56,2,0.00764425598544,"2017-06-14 00:34:40.910624-07","cchang5"
171,"l1648f211b580m013m065m838","LR",56,3,0.00823305401005,"2017-06-14 00:34:40.936092-07","cchang5"
172,"l1648f211b580m013m065m838","LR",57,1,0.00864478910267,"2017-06-14 00:34:40.964457-07","cchang5"
173,"l1648f211b580m013m065m838","LR",57,2,0.00861414032917,"2017-06-14 00:34:40.99094-07","cchang5"
174,"l1648f211b580m013m065m838","LR",57,3,0.00860582372265,"2017-06-14 00:34:41.01653-07","cchang5"
175,"l1648f211b580m013m065m838","LR",58,1,0.00821876873839,"2017-06-14 00:34:41.052328-07","cchang5"
176,"l1648f211b580m013m065m838","LR",58,2,0.00820797144661,"2017-06-14 00:34:41.082416-07","cchang5"
177,"l1648f211b580m013m065m838","LR",58,3,0.0082658180347,"2017-06-14 00:34:41.108117-07","cchang5"
178,"l1648f211b580m013m065m838","LR",59,1,0.00836296931278,"2017-06-14 00:34:41.134096-07","cchang5"
179,"l1648f211b580m013m065m838","LR",59,2,0.00818982266431,"2017-06-14 00:34:41.15936-07","cchang5"
180,"l1648f211b580m013m065m838","LR",59,3,0.00847684054188,"2017-06-14 00:34:41.185571-07","cchang5"
181,"l1648f211b580m013m065m838","LR",60,1,0.00823484962585,"2017-06-14 00:34:41.211032-07","cchang5"
182,"l1648f211b580m013m065m838","LR",60,2,0.00833324171012,"2017-06-14 00:34:41.237388-07","cchang5"
183,"l1648f211b580m013m065m838","LR",60,3,0.00807666023777,"2017-06-14 00:34:41.262595-07","cchang5"
184,"l1648f211b580m013m065m838","LR",61,1,0.00826875993829,"2017-06-14 00:34:41.288638-07","cchang5"
185,"l1648f211b580m013m065m838","LR",61,2,0.00841829195691,"2017-06-14 00:34:41.314666-07","cchang5"
186,"l1648f211b580m013m065m838","LR",61,3,0.00854968503522,"2017-06-14 00:34:41.340491-07","cchang5"
187,"l1648f211b580m013m065m838","LR",62,1,0.00777380451685,"2017-06-14 00:34:41.366178-07","cchang5"
188,"l1648f211b580m013m065m838","LR",62,2,0.00772008703481,"2017-06-14 00:34:41.392592-07","cchang5"
